Id,R,Nome,Squadra,Pg,Mv,Mf,Gf,Gs,Rp,Rc,R+,R-,Ass,Asf,Amm,Esp,Au,,IV,FV,D,BID,ln(Bid),FV 19/20,FV 20/21,2 YR AVG,PREDICTED VALUE
238,C,RINCON,Torino,36,5.86,5.83,1,0,0,0,0,0,1,0,8,1,0,,5,8,3,,,,5.86,,33.28529695
254,D,DIMARCO,Verona,35,6.14,6.57,5,0,0,0,0,0,2,1,6,0,0,,4,16,12,,,,6.14,,57.46935626
1998,A,PJACA,Genoa,35,5.81,6.19,3,0,0,0,0,0,2,0,0,0,0,,3,10,7,,,,5.81,,45.050515
4978,C,DAMSGAARD,Sampdoria,35,6.03,6.32,2,0,0,0,0,0,3,1,3,0,0,,6,12,6,,,,6.03,,49.29906596
22,C,DE ROON,Atalanta,35,6.07,6.06,1,0,0,0,0,0,1,0,7,1,0,,9,11,2,,,,6.07,,40.80196403
4412,D,RODRIGO BECAO,Udinese,35,5.82,5.83,1,0,0,0,0,0,0,0,5,0,0,,6,7,1,,,,5.82,,33.28529695
729,D,PEREIRA P.,Crotone,35,5.72,5.75,0,0,0,0,0,0,4,0,6,0,0,,3,6,3,,,,5.72,,30.67080405
578,D,DANILO LAR.,Bologna,35,5.6,5.51,0,0,0,0,0,0,1,0,8,0,0,,7,3,-4,,,,5.6,,22.82732536
2172,C,BARAK,Verona,34,6.09,6.69,7,0,0,0,0,0,3,0,5,1,0,,11,18,7,,,,6.09,,61.39109561
2744,C,SVANBERG,Bologna,34,5.95,6.36,5,0,0,0,0,0,2,0,6,1,0,,4,13,9,,,,5.95,,50.60631241
302,C,PEREYRA,Udinese,34,6.29,6.76,4,0,0,1,1,0,5,0,8,0,0,,11,19,8,,,,6.29,,63.6787769
28,C,KURTIC,Parma,34,5.75,6.03,4,0,0,0,0,0,0,0,5,0,0,,9,9,0,,,,5.75,,39.8215292
788,C,FREULER,Atalanta,34,6.3,6.52,2,0,0,0,0,0,3,0,5,0,0,,11,17,6,,,,6.3,,55.8352982
4393,C,SCHOUTEN,Bologna,34,5.91,5.88,1,0,0,0,0,0,1,0,8,1,0,,6,7,1,,,,5.91,,34.91935501
4962,A,IMPROTA,Benevento,34,5.69,5.62,1,0,0,0,0,0,0,0,7,0,1,,3,4,1,,,,5.69,,26.42225309
779,C,CRISTANTE,Roma,34,5.82,5.77,1,0,0,0,0,0,1,0,8,0,1,,8,6,-2,,,,5.82,,31.32442728
4461,D,ZAPPA,Cagliari,34,5.85,5.94,0,0,0,0,0,0,4,0,3,0,0,,3,7,4,,,,5.85,,36.88022469
4423,C,HERNANI,Parma,33,5.89,6.48,6,0,0,1,1,0,2,1,11,0,0,,6,14,8,,,,5.89,,54.52805175
4404,C,THORSBY,Sampdoria,33,6.03,6.18,3,0,0,0,0,0,1,0,10,0,0,,8,11,3,,,,6.03,,44.72370338
4479,C,ELMAS,Napoli,33,5.88,6.17,2,0,0,0,0,0,1,0,2,0,0,,9,8,-1,,,,5.88,,44.39689177
4890,C,TAMEZE,Verona,33,5.92,5.92,1,0,0,0,0,0,0,0,6,0,0,,6,8,2,,,,5.92,,36.22660146
118,C,RADOVANOVIC,Genoa,33,5.75,5.67,0,0,0,0,0,0,0,0,6,0,0,,3,4,1,,,,5.75,,28.05631115
4501,C,OBIANG,Sassuolo,33,5.85,5.77,0,0,0,0,0,0,1,0,4,1,0,,5,4,-1,,,,5.85,,31.32442728
313,A,MORATA,Juventus,32,6.15,7.4,10,0,0,1,1,0,7,0,3,1,0,,24,27,3,,,,6.15,,84.59472009
2009,C,LUKIC,Torino,32,5.89,6.11,3,0,0,0,0,0,0,0,4,0,0,,4,10,6,,,,5.89,,42.4360221
357,D,CALABRIA,Milan,32,6.23,6.28,2,0,0,0,0,0,1,0,7,0,1,,5,12,7,,,,6.23,,47.99181951
2391,C,EKDAL,Sampdoria,32,5.88,5.97,2,0,0,0,0,0,1,0,9,0,0,,8,7,-1,,,,5.88,,37.86065952
4895,D,YOSHIDA,Sampdoria,32,6.1,6.21,1,0,0,0,0,0,2,0,5,0,0,,7,11,4,,,,6.1,,45.70413822
4885,C,VILLAR,Roma,32,5.96,5.87,0,0,0,0,0,0,1,0,7,0,0,,2,6,4,,,,5.96,,34.5925434
5286,C,AKPA AKPRO,Lazio,32,5.96,5.82,0,0,0,0,0,0,1,0,9,0,0,,1,5,4,,,,5.96,,32.95848534
134,D,BARBA,Benevento,32,5.7,5.58,0,0,0,0,0,0,2,0,8,0,1,,2,4,2,,,,5.7,,25.11500664
2209,C,LUCAS LEIVA,Lazio,32,5.83,5.67,0,0,0,0,0,0,0,0,10,0,0,,8,5,-3,,,,5.83,,28.05631115
5233,A,MAYORAL,Roma,31,6.09,7.57,10,0,0,0,0,0,3,0,1,0,0,,9,26,17,,,,6.09,,90.1505175
5311,A,SHOMURODOV,Genoa,31,6.17,6.98,8,0,0,0,0,0,1,0,1,0,0,,9,20,11,,,,6.17,,70.86863237
2653,D,LYKOGIANNIS,Cagliari,31,5.8,6.1,4,0,0,0,0,0,2,0,6,2,0,,2,9,7,,,,5.8,,42.10921048
2154,A,VIGNATO,Bologna,31,6,6.2,1,0,0,0,0,0,4,0,4,0,0,,3,9,6,,,,6,,45.37732661
115,C,HETEMAJ,Benevento,31,5.84,5.83,0,0,0,0,0,0,2,0,5,0,0,,3,7,4,,,,5.84,,33.28529695
4522,C,AMRABAT,Fiorentina,31,5.9,5.78,0,0,0,0,0,0,0,0,7,0,0,,10,5,-5,,,,5.9,,31.65123889
1958,A,CAPRARI,Benevento,30,6,6.52,5,0,0,1,0,1,3,3,3,1,0,,11,15,4,,,,6,,55.8352982
5287,C,ARSLAN,Udinese,30,5.91,6.07,3,0,0,0,0,0,0,0,9,0,0,,3,8,5,,,,5.91,,41.12877565
4963,A,INSIGNE R.,Benevento,30,5.93,6.25,2,0,0,0,0,0,4,0,2,0,0,,6,11,5,,,,5.93,,47.01138467
2739,D,RECA,Crotone,30,5.9,6.05,2,0,0,0,0,0,2,0,7,0,0,,3,8,5,,,,5.9,,40.47515242
170,C,BADELJ,Genoa,30,6.14,6.22,1,0,0,0,0,0,3,0,7,0,0,,3,11,8,,,,6.14,,46.03094983
790,D,SAMIR,Udinese,30,5.9,5.9,1,0,0,0,0,0,0,0,6,0,0,,5,7,2,,,,5.9,,35.57297824
2789,C,MEITE',Milan,30,5.92,6.06,1,0,0,0,0,0,1,0,2,0,0,,6,7,1,,,,5.92,,40.80196403
4967,D,GOLEMIC,Crotone,30,5.46,5.57,1,0,0,1,1,0,0,0,4,1,0,,5,4,-1,,,,5.46,,24.78819503
2392,C,WALACE,Udinese,30,5.91,5.84,0,0,0,0,0,0,0,0,4,0,0,,6,7,1,,,,5.91,,33.61210856
2192,D,BONIFAZI,Udinese,30,5.88,5.8,0,0,0,0,0,0,0,0,4,0,0,,6,7,1,,,,5.88,,32.30486211
4493,D,DAWIDOWICZ,Verona,30,5.87,5.72,0,0,0,0,0,0,0,0,9,0,0,,4,5,1,,,,5.87,,29.69036921
15,D,MASIELLO,Genoa,30,5.68,5.58,0,0,0,0,0,0,0,0,6,0,0,,4,4,0,,,,5.68,,25.11500664
472,A,DESTRO,Genoa,29,6.16,7.42,11,0,0,0,0,0,1,0,5,0,0,,9,25,16,,,,6.16,,85.24834332
1879,A,FARIAS,Spezia,29,5.9,6.35,4,0,0,0,0,0,2,0,5,0,0,,9,12,3,,,,5.9,,50.27950079
4998,D,MOLINA N.,Udinese,29,5.84,6.26,2,0,0,0,0,0,5,0,1,0,0,,4,12,8,,,,5.84,,47.33819628
5007,C,ILIC,Verona,29,5.93,6.11,2,0,0,0,0,0,0,0,2,0,0,,4,10,6,,,,5.93,,42.4360221
4681,C,LOPEZ M.,Sassuolo,29,5.86,5.95,2,0,0,0,0,0,0,0,7,0,0,,6,8,2,,,,5.86,,37.2070363
2784,D,COLLEY,Sampdoria,29,5.88,5.98,2,0,0,0,0,0,0,0,6,0,0,,8,9,1,,,,5.88,,38.18747114
287,D,CACERES,Fiorentina,29,5.73,5.96,2,0,0,0,0,0,2,0,4,0,0,,7,6,-1,,,,5.73,,37.53384791
487,D,DE SILVESTRI,Bologna,29,5.71,5.86,2,0,0,0,0,0,0,0,4,0,0,,8,6,-2,,,,5.71,,34.26573179
1851,C,MOLINA S.,Crotone,29,5.84,5.93,1,0,0,0,0,0,2,0,1,0,1,,6,8,2,,,,5.84,,36.55341307
2265,C,SCHIATTARELLA,Benevento,29,5.88,5.73,1,0,0,0,0,0,1,0,14,1,0,,4,4,0,,,,5.88,,30.01718083
2814,P,PROVEDEL,Spezia,29,6.05,4.24,0,55,1,0,0,0,0,0,1,0,0,,1,6,5,,,,6.05,,-18.67774941
177,A,ILICIC,Atalanta,28,6.27,7.2,4,0,0,2,2,0,9,0,2,0,0,,27,23,-4,,,,6.27,,78.05848784
801,C,GAGLIARDINI,Inter,28,6.05,6.5,3,0,0,0,0,0,2,0,2,0,0,,7,11,4,,,,6.05,,55.18167498
643,A,DEFREL,Sassuolo,28,5.93,6.3,3,0,0,0,0,0,2,0,1,0,0,,11,12,1,,,,5.93,,48.64544273
2741,C,PESSINA,Atalanta,28,6.23,6.46,2,0,0,0,0,0,1,0,2,0,0,,7,14,7,,,,6.23,,53.87442853
4899,D,SINGO,Torino,28,5.91,6.02,1,0,0,0,0,0,2,0,2,1,0,,2,8,6,,,,5.91,,39.49471759
5000,D,MAGALLAN,Crotone,28,5.55,5.52,1,0,0,0,0,0,1,0,10,0,0,,5,4,-1,,,,5.55,,23.15413697
4869,C,DOMINGUEZ,Bologna,28,5.9,5.87,1,0,0,0,0,0,0,0,8,0,0,,7,5,-2,,,,5.9,,34.5925434
1891,D,CECCHERINI,Verona,28,5.91,5.66,0,0,0,0,0,0,0,0,10,0,1,,4,5,1,,,,5.91,,27.72949954
2174,D,VENUTI,Fiorentina,28,5.67,5.58,0,0,0,0,0,0,1,0,3,0,1,,3,4,1,,,,5.67,,25.11500664
2318,D,ROGERIO,Sassuolo,28,5.88,5.81,0,0,0,0,0,0,0,0,4,0,0,,6,5,-1,,,,5.88,,32.63167373
4371,A,RASPADORI,Sassuolo,27,6.28,7.15,6,0,0,0,0,0,0,0,1,0,0,,3,16,13,,,,6.28,,76.42442978
474,A,GERVINHO,Parma,27,5.7,6.3,5,0,0,0,0,0,1,0,0,0,0,,14,11,-3,,,,5.7,,48.64544273
1933,C,MANDRAGORA,Torino,27,5.87,6.15,3,0,0,0,0,0,0,1,3,1,0,,5,11,6,,,,5.87,,43.74326855
600,C,VERRE,Sampdoria,27,6.11,6.59,3,0,0,0,0,0,3,0,3,0,0,,8,12,4,,,,6.11,,58.12297949
4982,D,ERLIC,Spezia,27,5.82,6.14,3,0,0,0,0,0,1,0,6,0,0,,6,7,1,,,,5.82,,43.41645693
2316,C,ZANELLATO,Crotone,27,5.8,5.92,1,0,0,0,0,0,1,0,3,0,0,,2,6,4,,,,5.8,,36.22660146
4960,D,TUIA,Benevento,27,5.6,5.6,1,0,0,0,0,0,0,0,6,0,0,,3,3,0,,,,5.6,,25.76862987
5290,C,ESTEVEZ,Spezia,27,5.87,5.85,0,0,0,0,0,0,1,2,7,0,0,,3,6,3,,,,5.87,,33.93892018
2758,D,GUNTER,Verona,27,5.98,5.98,0,0,0,0,0,0,2,0,4,0,0,,7,7,0,,,,5.98,,38.18747114
184,C,BERNARDESCHI,Juventus,27,5.76,5.79,0,0,0,0,0,0,2,0,3,0,0,,10,4,-6,,,,5.76,,31.9780505
2137,A,SCAMACCA,Genoa,26,6.17,7.08,6,0,0,2,2,0,2,0,1,0,1,,1,20,19,,,,6.17,,74.13674849
4415,A,SKOV OLSEN,Bologna,26,5.92,6.26,2,0,0,0,0,0,3,0,1,0,0,,6,12,6,,,,5.92,,47.33819628
537,A,SANSONE,Bologna,26,5.91,6.22,2,0,0,0,0,0,1,1,2,0,0,,9,11,2,,,,5.91,,46.03094983
430,C,BRUGMAN,Parma,26,6,6.02,1,0,0,0,0,0,1,0,7,0,0,,5,7,2,,,,6,,39.49471759
4249,C,PEREIRA A.,Lazio,26,5.79,5.88,1,0,0,0,0,0,2,0,5,1,0,,9,6,-3,,,,5.79,,34.91935501
2302,C,BEHRAMI,Genoa,26,5.95,5.88,0,0,0,0,0,0,0,0,1,1,0,,4,5,1,,,,5.95,,34.91935501
4426,D,TOLJAN,Sassuolo,26,5.79,5.83,0,0,0,0,0,0,2,0,2,0,0,,7,6,-1,,,,5.79,,33.28529695
2285,D,BANI,Parma,26,5.68,5.48,0,0,0,0,0,0,0,0,10,0,0,,7,3,-4,,,,5.68,,21.84689052
5336,A,NZOLA,Spezia,25,6.22,7.56,7,0,0,4,4,0,3,0,5,0,0,,5,24,19,,,,6.22,,89.82370589
554,D,ZAPPACOSTA,Genoa,25,6.22,6.72,4,0,0,0,0,0,2,0,3,0,0,,6,17,11,,,,6.22,,62.37153045
148,C,KRUNIC,Milan,25,5.88,6.12,1,0,0,0,0,0,2,0,3,0,0,,5,6,1,,,,5.88,,42.76283371
425,D,TERZI,Spezia,25,5.67,5.65,1,0,0,0,0,0,1,0,7,1,0,,3,4,1,,,,5.67,,27.40268793
4403,D,CHABOT,Spezia,25,5.75,5.68,1,0,0,0,0,0,1,0,9,1,0,,3,3,0,,,,5.75,,28.38312277
5002,C,VULIC,Crotone,25,5.85,5.98,1,0,0,0,0,0,1,0,2,0,0,,6,5,-1,,,,5.85,,38.18747114
2659,C,DABO,Benevento,25,5.85,5.74,0,0,0,0,0,0,0,0,5,0,0,,2,4,2,,,,5.85,,30.34399244
2769,D,MAGNANI,Verona,25,6.09,5.83,0,0,0,0,0,0,0,0,8,0,1,,5,5,0,,,,6.09,,33.28529695
418,D,GOLDANIGA,Genoa,25,5.85,5.73,0,0,0,0,0,0,1,0,8,0,0,,5,4,-1,,,,5.85,,30.01718083
327,D,PATRIC,Lazio,25,5.72,5.59,0,0,0,0,0,0,1,0,8,0,0,,4,3,-1,,,,5.72,,25.44181825
1882,A,SAU,Benevento,24,5.92,6.55,3,0,0,1,1,0,1,1,1,1,0,,8,10,2,,,,5.92,,56.81573304
4725,C,DEMME,Napoli,24,6.21,6.45,2,0,0,0,0,0,2,0,6,0,0,,7,13,6,,,,6.21,,53.54761692
2325,A,KARAMOH,Parma,24,5.81,6.12,2,0,0,0,0,0,1,0,3,0,0,,5,6,1,,,,5.81,,42.76283371
640,D,CHIRICHES,Sassuolo,24,5.7,5.78,2,0,0,0,0,0,1,0,6,0,1,,5,6,1,,,,5.7,,31.65123889
4994,D,VOJVODA,Torino,24,5.71,6.03,2,0,0,0,0,0,2,0,4,0,0,,8,7,-1,,,,5.71,,39.8215292
770,D,PEZZELLA GIU.,Parma,24,6.04,6.19,1,0,0,0,0,0,4,0,7,0,0,,5,9,4,,,,6.04,,45.050515
306,A,CERRI,Cagliari,24,5.85,6.15,1,0,0,0,0,0,0,0,1,0,0,,4,5,1,,,,5.85,,43.74326855
4323,D,ZEEGELAAR,Udinese,24,5.79,5.79,1,0,0,0,0,0,0,0,6,0,0,,4,5,1,,,,5.79,,31.9780505
2703,C,ADRIEN SILVA,Sampdoria,24,5.93,5.96,1,0,0,0,0,0,0,1,6,1,0,,7,6,-1,,,,5.93,,37.53384791
2252,D,MARCHIZZA,Spezia,24,5.84,5.84,0,0,0,0,0,0,1,1,4,0,0,,3,5,2,,,,5.84,,33.61210856
4934,D,LOVATO,Verona,24,5.93,5.81,0,0,0,0,0,0,0,0,5,0,0,,1,3,2,,,,5.93,,32.63167373
1871,C,DEIOLA,Cagliari,24,5.65,5.58,0,0,0,0,0,0,0,0,3,0,0,,3,3,0,,,,5.65,,25.11500664
5326,D,BUSI,Parma,24,5.37,5.34,0,0,0,0,0,0,1,0,3,0,0,,4,3,-1,,,,5.37,,17.27152794
4975,C,ESCALANTE,Lazio,24,5.95,5.82,0,0,0,0,0,0,0,0,5,0,0,,5,3,-2,,,,5.95,,32.95848534
2355,D,MARLON,Sassuolo,24,5.62,5.5,0,0,0,0,0,0,0,0,4,1,0,,7,3,-4,,,,5.62,,22.50051374
4530,D,KYRIAKOPOULOS,Sassuolo,23,5.79,5.86,1,0,0,0,0,0,0,0,1,1,0,,6,5,-1,,,,5.79,,34.26573179
144,D,TONELLI,Sampdoria,23,5.95,5.84,1,0,0,0,0,0,0,0,11,0,0,,6,5,-1,,,,5.95,,33.61210856
4435,A,COLLEY E.,Verona,23,5.95,6.08,1,0,0,0,0,0,0,0,1,0,0,,8,5,-3,,,,5.95,,41.45558726
2414,C,VIDAL,Inter,23,6.05,6.12,1,0,0,0,0,0,0,0,3,0,0,,19,9,-10,,,,6.05,,42.76283371
4959,D,FOULON,Benevento,23,5.58,5.37,0,0,0,0,0,0,0,0,4,0,1,,1,2,1,,,,5.58,,18.25196278
244,D,GHIGLIONE,Genoa,23,5.89,5.98,0,0,0,0,0,0,4,0,4,0,0,,6,6,0,,,,5.89,,38.18747114
393,D,LUPERTO,Crotone,23,5.41,5.3,0,0,0,0,0,0,0,0,3,1,0,,2,1,-1,,,,5.41,,15.9642815
27,C,GRASSI,Parma,23,5.72,5.55,0,0,0,0,0,0,0,0,3,0,1,,5,3,-2,,,,5.72,,24.1345718
526,C,DUNCAN,Cagliari,23,5.77,5.8,0,0,0,0,0,0,1,0,2,0,0,,7,4,-3,,,,5.77,,32.30486211
5327,D,OSORIO,Parma,23,5.61,5.57,0,0,0,0,0,0,0,0,2,0,0,,5,2,-3,,,,5.61,,24.78819503
2171,D,LYANCO,Torino,23,5.5,5.33,0,0,0,0,0,0,0,0,8,0,0,,6,2,-4,,,,5.5,,16.94471633
2195,A,OUNAS,Crotone,22,6.38,7.15,4,0,0,0,0,0,3,1,1,0,0,,5,21,16,,,,6.38,,76.42442978
4324,A,OKAKA,Udinese,22,5.82,6.36,4,0,0,0,0,0,1,0,2,0,0,,15,13,-2,,,,5.82,,50.60631241
2472,C,RAMSEY,Juventus,22,6.1,6.55,2,0,0,0,0,0,4,0,2,0,0,,12,12,0,,,,6.1,,56.81573304
1943,A,NESTOROVSKI,Udinese,22,6,6.5,2,0,0,0,0,0,1,0,1,0,0,,12,9,-3,,,,6,,55.18167498
505,A,BONAZZOLI,Torino,22,5.97,6.53,2,0,0,0,0,0,3,0,2,0,0,,13,9,-4,,,,5.97,,56.16210982
5332,D,BASTONI S.,Spezia,22,6,6.26,1,0,0,0,0,0,3,3,7,0,0,,1,9,8,,,,6,,47.33819628
572,P,MERET,Napoli,22,6.2,4.89,0,29,0,0,0,0,0,0,0,0,0,,8,12,4,,,,6.2,,2.565005389
2141,D,DEPAOLI,Benevento,22,5.55,5.4,0,0,0,0,0,0,0,0,2,0,1,,6,4,-2,,,,5.55,,19.23239762
4500,A,DI CARMINE,Crotone,22,5.58,5.53,0,0,0,0,0,0,0,0,2,0,0,,11,3,-8,,,,5.58,,23.48094858
215,A,VERDE,Spezia,21,6.34,7.34,6,0,0,0,0,0,1,0,0,0,0,,6,21,15,,,,6.34,,82.63385042
2304,A,SALCEDO E.,Verona,21,5.88,6.22,2,0,0,0,0,0,1,0,3,0,0,,7,8,1,,,,5.88,,46.03094983
4884,A,CARLES PEREZ,Roma,21,6.03,6.47,2,0,0,0,0,0,0,1,0,0,0,,9,9,0,,,,6.03,,54.20124014
2839,C,SOTTIL,Cagliari,21,6.03,6.32,2,0,0,0,0,0,1,0,3,0,0,,8,6,-2,,,,6.03,,49.29906596
4242,D,DALOT,Milan,21,5.91,6.03,1,0,0,0,0,0,1,0,4,0,0,,4,7,3,,,,5.91,,39.8215292
5323,D,MARTINEZ QUARTA,Fiorentina,21,5.87,5.87,1,0,0,0,0,0,0,0,4,1,0,,5,5,0,,,,5.87,,34.5925434
5009,A,RIVIERE,Crotone,21,5.79,6,1,0,0,0,0,0,1,0,2,0,0,,9,4,-5,,,,5.79,,38.84109436
2011,C,MIGUEL VELOSO,Verona,21,6.05,6.45,0,0,0,2,2,0,2,0,1,0,0,,8,10,2,,,,6.05,,53.54761692
4985,D,VIGNALI,Spezia,21,5.57,5.43,0,0,0,0,0,0,0,0,4,1,0,,3,3,0,,,,5.57,,20.21283246
633,C,FARES,Lazio,21,5.76,5.69,0,0,0,0,0,0,1,0,5,0,0,,6,4,-2,,,,5.76,,28.70993438
4407,D,IGOR,Fiorentina,21,5.67,5.53,0,0,0,0,0,0,0,0,5,0,0,,5,3,-2,,,,5.67,,23.48094858
84,D,MARRONE,Crotone,21,5.34,5.03,0,0,0,0,0,0,0,0,8,0,1,,5,3,-2,,,,5.34,,7.140367962
2818,C,BENNACER,Milan,21,5.74,5.69,0,0,0,0,0,0,1,0,4,0,0,,8,5,-3,,,,5.74,,28.70993438
5298,C,POBEGA,Spezia,20,6.1,6.85,6,0,0,0,0,0,0,0,6,0,0,,1,13,12,,,,6.1,,66.62008141
4359,A,PICCOLI,Spezia,20,6.07,7.14,5,0,0,0,0,0,0,0,0,0,0,,1,13,12,,,,6.07,,76.09761817
309,A,DYBALA,Juventus,20,6.11,6.89,4,0,0,0,0,0,3,0,0,0,0,,31,15,-16,,,,6.11,,67.92732786
2280,D,NUYTINCK,Udinese,20,6.24,6.37,1,0,0,0,0,0,0,0,1,0,0,,8,12,4,,,,6.24,,50.93312402
2869,D,DJIDJI,Crotone,20,5.58,5.64,1,0,0,0,0,0,0,0,4,0,0,,2,5,3,,,,5.58,,27.07587632
4891,D,SOUMAORO,Bologna,20,5.82,5.88,1,0,0,0,0,0,0,0,4,0,0,,5,7,2,,,,5.82,,34.91935501
4459,C,ROVELLA,Genoa,20,5.83,5.83,0,0,0,0,0,0,1,1,4,0,0,,1,5,4,,,,5.83,,33.28529695
5375,D,MAEHLE,Atalanta,20,5.92,6.03,0,0,0,0,0,0,2,0,0,0,0,,4,7,3,,,,5.92,,39.8215292
2334,C,LERIS,Sampdoria,20,5.89,5.83,0,0,0,0,0,0,0,0,1,0,0,,2,3,1,,,,5.89,,33.28529695
172,C,BORJA VALERO,Fiorentina,20,5.83,5.71,0,0,0,0,0,0,0,0,3,0,0,,5,2,-3,,,,5.83,,29.3635576
179,C,PETRICCIONE,Crotone,20,5.63,5.4,0,0,0,0,0,0,0,0,5,1,0,,5,2,-3,,,,5.63,,19.23239762
2746,D,DIJKS,Bologna,20,5.7,5.52,0,0,0,0,0,0,0,0,5,1,0,,7,3,-4,,,,5.7,,23.15413697
406,C,CALLEJON,Fiorentina,20,5.83,5.9,0,0,0,0,0,0,1,0,0,0,0,,12,4,-8,,,,5.83,,35.57297824
652,A,KALINIC,Verona,19,5.74,6.03,2,0,0,0,0,0,0,0,2,0,0,,13,5,-8,,,,5.74,,39.8215292
5004,A,FORESTIERI,Udinese,19,5.91,6.12,1,0,0,0,0,0,1,0,1,0,0,,4,8,4,,,,5.91,,42.76283371
1864,D,BRUNO ALVES,Parma,19,5.5,5.58,1,0,0,0,0,0,0,0,3,0,0,,8,3,-5,,,,5.5,,25.11500664
423,D,RISPOLI,Crotone,19,5.77,5.63,0,0,0,0,0,0,0,0,4,0,0,,5,2,-3,,,,5.77,,26.7490647
333,C,CATALDI,Lazio,19,5.73,5.58,0,0,0,0,0,0,0,0,4,0,0,,5,2,-3,,,,5.73,,25.11500664
4374,D,WALUKIEWICZ,Cagliari,19,5.5,5.53,0,0,0,0,0,0,1,0,1,0,0,,4,1,-3,,,,5.5,,23.48094858
1866,D,CEPPITELLI,Cagliari,19,5.74,5.66,0,0,0,0,0,0,0,0,3,0,0,,8,4,-4,,,,5.74,,27.72949954
4979,D,AYHAN,Sassuolo,19,5.81,5.73,0,0,0,0,0,0,0,0,2,0,0,,7,2,-5,,,,5.81,,30.01718083
5310,A,HAUGE,Milan,18,5.82,6.36,2,0,0,0,0,0,0,0,0,0,0,,6,5,-1,,,,5.82,,50.60631241
5319,C,SOHM,Parma,18,5.65,5.79,1,0,0,0,0,0,0,0,1,0,0,,2,3,1,,,,5.65,,31.9780505
374,C,POLI,Bologna,18,5.95,6,1,0,0,0,0,0,0,0,1,0,1,,3,3,0,,,,5.95,,38.84109436
5008,C,EDUARDO HENRIQUE,Crotone,18,5.65,5.71,1,0,0,0,0,0,0,0,4,0,0,,5,2,-3,,,,5.65,,29.3635576
58,C,DIAWARA,Roma,18,5.75,5.85,1,0,0,0,0,0,0,0,2,1,0,,9,4,-5,,,,5.75,,33.93892018
264,C,BESSA,Verona,18,5.96,6.08,0,0,0,0,0,0,2,0,1,0,0,,3,6,3,,,,5.96,,41.45558726
470,C,STROOTMAN,Genoa,18,6.17,6.14,0,0,0,0,0,0,3,0,7,0,0,,8,10,2,,,,6.17,,43.41645693
342,C,PAROLO,Lazio,18,5.88,5.88,0,0,0,0,0,0,2,0,5,0,0,,5,3,-2,,,,5.88,,34.91935501
4983,D,FERRER,Spezia,18,5.88,5.81,0,0,0,0,0,0,1,0,4,0,0,,5,3,-2,,,,5.88,,32.63167373
428,C,BENALI,Crotone,18,5.79,5.79,0,0,0,0,0,0,1,0,2,0,0,,9,4,-5,,,,5.79,,31.9780505
440,C,VIOLA,Benevento,17,6.24,7.15,1,0,0,4,4,0,0,1,1,0,0,,9,20,11,,,,6.24,,76.42442978
4751,D,TOMORI,Milan,17,6.26,6.44,1,0,0,0,0,0,0,0,0,0,0,,7,12,5,,,,6.26,,53.2208053
5010,D,ISMAJLI,Spezia,17,5.78,5.94,1,0,0,0,0,0,1,0,1,1,0,,3,6,3,,,,5.78,,36.88022469
4881,D,CZYBORRA,Genoa,17,5.76,5.88,1,0,0,0,0,0,0,0,2,0,0,,4,4,0,,,,5.76,,34.91935501
1915,C,TELLO,Benevento,17,5.92,6.12,1,0,0,0,0,0,0,0,2,0,0,,5,4,-1,,,,5.92,,42.76283371
311,A,LLORENTE,Udinese,17,5.78,5.91,1,0,0,0,0,0,0,0,2,0,0,,10,5,-5,,,,5.78,,35.89978985
5329,C,MAKENGO,Udinese,17,5.81,5.77,0,0,0,0,0,0,0,0,1,0,0,,4,3,-1,,,,5.81,,31.32442728
324,D,HOEDT,Lazio,17,5.67,5.42,0,0,0,0,0,0,0,0,6,0,0,,7,1,-6,,,,5.67,,19.88602084
